Name
Reliance Industries
HDFC Bank
Bharti Airtel
State Bank of India
ICICI Bank
Tata Consultancy Services
Bajaj Finance
Larsen & Toubro
Infosys
LIC of India
Hindustan Unilever
Maruti Suzuki
Mahindra & Mahindra
Axis Bank
Kotak Bank
ITC
Sun Pharmaceutical
HCL Technologies
UltraTech Cement
Titan
Adani Ports & SEZ
NTPC
Oil & Natural Gas Corporation
Bajaj Finserv
Bharat Electronics
JSW Steel
Hindustan Aeronautics
Power Grid Corporation of India
Bajaj Auto
Eternal
Vedanta
Tata Steel
Coal India
Adani Enterprises
Avenue Supermarts DMart
Indian Oil Corporation
Nestle
Hindustan Zinc
Asian Paints
Wipro
Eicher Motors
SBI Life Insurance
Shriram Finance
Hindalco Industries
Grasim Industries
Interglobe Aviation
TVS Motors
Jio Financial Services
Divis Laboratories
Bharat Petroleum
Adani Green Energy
DLF
Bank of Baroda
HDFC Life Insurance
Varun Beverages
Pidilite Industries
LTI Mindtree
Trent
Britannia Industries
IRFC
Tech Mahindra
Union Bank of India
Punjab National Bank
Cholamandalam Investment
Torrent Pharmaceuticals
Samvardhana Motherson International
Tata Motors Passenger Vehicles
Muthoot Finance
Power Finance Corporation
Canara Bank
Cummins
Ambuja Cements
Bajaj Holdings & Investments
Indian Bank
Indus Towers
Vodafone Idea
Jindal Steel
ABB
Godrej Consumer Products
Adani Energy Solutions
Ashok Leyland
Tata Power
Solar Industries
HDFC AMC
Polycab
Tata Consumer Products
BSE
Siemens
CG Power & Industrial Solutions
Hero Motocorp
Lodha Developers
GAIL
Apollo Hospitals
Cipla
Dr Reddys Laboratories
GMR Airports
Max Healthcare Institute
Bosch
Hitachi Energy
United Spirits
Marico
Lupin
Indian Hotels Company
ICICI Lombard General Insurance
Hindustan Petroleum
Mazagon Dock Shipbuilders
Shree Cement
REC
ICICI Prudential Life Insurance
Swiggy
Zydus Life Science
Aditya Birla Capital
Bharat Heavy Electricals
Dabur India
Havells
Persistent Systems
Mankind Pharma
Waaree Energies
JSW Energy
Bharat Forge
SRF
Bank of India
Nykaa
Torrent Power
One 97 Communications
NHPC
AU Small Finance Bank
L&T Finance
SBI Cards
Oil India
Indusind Bank
IDFC First Bank
Info Edge
Federal Bank
NMDC
Dixon Technologies
UNO Minda
PB FinTech
Fortis Healthcare
Aurobindo Pharma
Yes Bank
Prestige Estates Projects
Steel Authority of India
Alkem Laboratories
Rail Vikas Nigam
Max Financial Services
Phoenix Mills
Suzlon Energy
NALCO
UPL
APL Apollo Tubes
Biocon
Colgate Palmolive
MCX
Patanjali Foods
Oracle Financial Services Software
Glenmark Pharmaceuticals
Godrej Properties
Oberoi Realty
Laurus Labs
Voltas
Supreme Industries
IRCTC
Tube Investment
Bharat Dynamics
Mphasis
Coforge
PI Industries
360 One WAM
Petronet LNG
KEI Industries
Astral
Kalyan Jewellers
Blue Star
Dalmia Bharat
HUDCO
Container Corporation of India
Page Industries
IREDA
Premier Energies
Jubilant FoodWorks
Sona BLW Precision Forgings
Delhivery
Tata Elxsi
Exide Industries
LIC Housing Finance
CDSL
Amber Enterprises
Bandhan Bank
Kaynes Technology India
NBCC
Manappuram Finance
Tata Technologies
Nuvama Wealth Management
KPIT Technologies
Angel One
PNB Housing Finance
Piramal Pharma
RBL Bank
CAMS
KFin Technologies
PG Electroplast
Crompton Greaves
Syngene International
Inox Wind
Sammaan Capital
Indian Energy Exchange
